row_id,batch_id,table_name,clean_concept,clean_content_vi,primary_specialty_code,subspecialty_code,risk_class,emergency_action_code,routing_rationale_vi,citation_url,embedding_input_text
B10_RTE_000016,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu kèm nhạy ánh sáng/âm thanh; khởi phát từ từ | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu kèm nhạy ánh sáng/âm thanh; khởi phát từ từ | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000017,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu kèm nhạy ánh sáng/âm thanh; mẫu hình tương tự các cơn trước | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu kèm nhạy ánh sáng/âm thanh; mẫu hình tương tự các cơn trước | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000018,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu kèm nhạy ánh sáng/âm thanh; không yếu/tê một bên hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu kèm nhạy ánh sáng/âm thanh; không yếu/tê một bên hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000019,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu kèm nhạy ánh sáng/âm thanh; không nói khó hoặc mất thăng bằng hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu kèm nhạy ánh sáng/âm thanh; không nói khó hoặc mất thăng bằng hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000020,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu kèm nhạy ánh sáng/âm thanh; không phải cơn đau đầu dữ dội đột ngột | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu kèm nhạy ánh sáng/âm thanh; không phải cơn đau đầu dữ dội đột ngột | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000021,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu tái diễn có tiền triệu thị giác quen thuộc; khởi phát từ từ | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu tái diễn có tiền triệu thị giác quen thuộc; khởi phát từ từ | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000022,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu tái diễn có tiền triệu thị giác quen thuộc; mẫu hình tương tự các cơn trước | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu tái diễn có tiền triệu thị giác quen thuộc; mẫu hình tương tự các cơn trước | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000023,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu tái diễn có tiền triệu thị giác quen thuộc; không yếu/tê một bên hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu tái diễn có tiền triệu thị giác quen thuộc; không yếu/tê một bên hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000024,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu tái diễn có tiền triệu thị giác quen thuộc; không nói khó hoặc mất thăng bằng hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu tái diễn có tiền triệu thị giác quen thuộc; không nói khó hoặc mất thăng bằng hiện tại | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000025,B10,routing_rows,recurrent_non_red_flag_headache,"đau đầu tái diễn có tiền triệu thị giác quen thuộc; không phải cơn đau đầu dữ dội đột ngột | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_HEADACHE_ASSESSMENT,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,"Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.",https://www.nhs.uk/conditions/migraine/,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_HEADACHE_ASSESSMENT
[Khái niệm]: recurrent_non_red_flag_headache
[Nội dung]: đau đầu tái diễn có tiền triệu thị giác quen thuộc; không phải cơn đau đầu dữ dội đột ngột | Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER
[Lý do lâm sàng]: Sau stroke/thunderclap screen âm tính, pattern đau đầu tái diễn phù hợp đánh giá Thần kinh–đau đầu; không tự chẩn đoán migraine.
[Nguồn tham chiếu]: https://www.nhs.uk/conditions/migraine/"
B10_RTE_000026,B10,routing_rows,non_focal_dizziness_balance,"chóng mặt quay cuồng tái diễn; không yếu/tê tay chân đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: chóng mặt quay cuồng tái diễn; không yếu/tê tay chân đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
B10_RTE_000027,B10,routing_rows,non_focal_dizziness_balance,"chóng mặt quay cuồng tái diễn; không nói khó hiện tại | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: chóng mặt quay cuồng tái diễn; không nói khó hiện tại | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
B10_RTE_000028,B10,routing_rows,non_focal_dizziness_balance,"chóng mặt quay cuồng tái diễn; không đau đầu dữ dội đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: chóng mặt quay cuồng tái diễn; không đau đầu dữ dội đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
B10_RTE_000029,B10,routing_rows,non_focal_dizziness_balance,"chóng mặt quay cuồng tái diễn; không mất thị lực đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: chóng mặt quay cuồng tái diễn; không mất thị lực đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
B10_RTE_000030,B10,routing_rows,non_focal_dizziness_balance,"chóng mặt quay cuồng tái diễn; triệu chứng không khởi phát kiểu BEFAST | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: chóng mặt quay cuồng tái diễn; triệu chứng không khởi phát kiểu BEFAST | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
B10_RTE_000031,B10,routing_rows,non_focal_dizziness_balance,"choáng váng tái diễn; không yếu/tê tay chân đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: choáng váng tái diễn; không yếu/tê tay chân đột ngột | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
B10_RTE_000032,B10,routing_rows,non_focal_dizziness_balance,"choáng váng tái diễn; không nói khó hiện tại | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",B10_LREF_SPEC_NEUROLOGY,B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,"Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.",https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57,"[Chuyên khoa]: B10_LREF_SPEC_NEUROLOGY - B10_LREF_SUB_DIZZINESS_BALANCE_ASSESSMENT
[Khái niệm]: non_focal_dizziness_balance
[Nội dung]: choáng váng tái diễn; không nói khó hiện tại | Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Chóng mặt có nhiều nguyên nhân trung ương/ngoại biên; sau emergency screen, cần đánh giá thần kinh/tiền đình thay vì tự dùng thuốc hoặc tự chẩn đoán.
[Nguồn tham chiếu]: https://bachmai.gov.vn/bai-viet/chong-mat-dung-de-nhung-con-quay-cuong-danh-lua-ban?id=6653c30a-1fd0-4d74-8d27-7ea274267e57"
